!! request processed by HyperLeda Fri Jan 28 04:24:18 2022
!! Number of lines in uploaded file: 153
                  name                  |     objname     |     al2000      |     de2000      |      type       |       bar       |      ring       |    multiple     |        t        |     logd25      |     logr25      |    e_logr25     |       pa        |       bt        |       it        |      vmaxg      |       m21       |      mfir       |        v        |       ag        |      incl       |      vrot       |      vvir       |      modz       |
PGC002029                               |  PGC002029      | 0.5659306       | 7.2681944       | S0              |                 |                 | M               | -2              |  1.174          |   0.34          |    0.028        | 147.5           | 14.733          |                 |                 |                 |                 | 5491            | 0.154           |   90            |                 | 5478            | 34.505          |
UGC01057                                |  UGC01057       | 1.4814655       | 13.7936009      | SABb            | B               |                 |                 | 4               |  1.106          |    0.5          |    0.023        | 152.77          | 14.855          | 13.515          | 161.63          | 15.22           |                 | 6334.1          | 0.21            | 76.92           | 165.94          | 6320.6          | 34.825          |
UGC01062                                |  UGC01062       | 1.4832108       | -0.5619152      | S0-a            | B               | R               |                 | -1.4            |  1.173          |  0.374          |    0.028        | 59.69           | 13.855          | 12.246          |                 |                 |                 | 5464.5          | 0.126           |   90            |                 | 5380.5          | 34.472          |
UGC01123                                |  UGC01123       | 1.5688794       | -1.0322362      | SABa            | B               | R               | M               | 2               |  1.089          |  0.567          |    0.026        | 70.18           | 14.395          | 12.751          | 200.32          |                 |                 | 4892.2          | 0.152           |   90            | 200.32          | 4803.1          | 34.226          |
UGC01368                                |  UGC01368       | 1.9036525       | 7.8836222       | Sab             |                 |                 |                 | 2               |  1.126          |  0.422          |    0.066        | 51.5            | 14.926          |                 |                 |                 |                 | 7972.8          | 0.251           | 75.35           |                 | 7916.2          | 35.31           |
UGC01659                                |  UGC01659       | 2.1657944       | 16.03275        | SBc             | B               |                 |                 | 6               |  1.145          |  0.409          |     0.03        | 35.85           | 14.823          | 12.85           | 196.19          | 16.623          |                 | 8239.9          | 0.296           | 69.36           | 209.65          | 8216.5          | 35.39           |
UGC01749                                |  UGC01749       | 2.2706788       | 18.311048       | Sab             |                 |                 |                 | 2               |  1.091          |  0.552          |    0.025        | 136.2           | 16.024          |                 | 218.5           | 16.493          |                 | 8068.4          | 0.547           |   90            | 218.5           | 8053.8          | 35.345          |
UGC01938                                |  UGC01938       | 2.4728148       | 23.2146741      | Sbc             |                 |                 |                 | 4               |  1.071          |  0.577          |    0.023        | 155             | 15.146          | 13.376          | 186.15          | 15.869          |                 | 6397.8          | 0.601           | 81.95           |  188            | 6403.1          | 34.853          |
UGC02018                                |  UGC02018       | 2.5444909       | 0.2600876       | S0-a            | B               | R               |                 | -1              |  1.161          |  0.433          |    0.029        | 74.03           | 14.226          | 12.585          |                 |                 |                 | 6164            | 0.121           |   90            |                 | 6051.4          | 34.723          |
UGC02099                                |  UGC02099       | 2.6202806       | 21.5674722      | S0              |                 |                 |                 | -1.9            |  1.067          |  0.336          |    0.027        | 138             | 15.489          |                 | 351.11          | 16.733          |                 | 8198.5          | 0.642           |   90            | 351.11          | 8191.6          | 35.39           |
UGC02134                                |  UGC02134       | 2.6477427       | 27.8468203      | Sb              |                 |                 |                 | 3.1             |  1.206          |  0.403          |    0.028        | 106.23          | 14.684          | 12.04           | 149.67          | 15.225          | 12.777          | 4586.2          | 0.743           | 71.84           | 157.52          | 4611.2          | 34.132          |
UGC02229                                |  UGC02229       | 2.7576582       | 0.9143693       | SBa             | B               |                 | M               | 0.5             |  1.125          |  0.315          |    0.026        | 176.71          | 14.64           | 13.01           |                 |                 |                 | 7303.6          | 0.155           | 68.92           |                 | 7188.7          | 35.105          |
UGC02311                                |  UGC02311       | 2.8244334       | -0.873019       | Sb              | B               | R               |                 | 3.1             |  1.128          |  0.182          |    0.028        | 68.6            | 13.884          | 12.559          | 126.35          | 15.228          |                 | 7127.1          | 0.236           | 51.23           | 162.05          | 7002            | 35.042          |
UGC02319                                |  UGC02319       | 2.8315532       | -1.0036103      | SABc            | B               |                 | M               | 5.8             |  1.098          |  0.617          |    0.028        | 46.12           | 15.466          | 13.89           | 165.79          |                 |                 | 7022.9          | 0.314           | 80.75           | 167.97          | 6896.9          | 35.016          |
UGC02628                                |  UGC02628       | 3.2755124       | -0.4681234      | Sbc             | B               | R               |                 | 4               |  1.187          |  0.608          |    0.027        | 124.77          | 14.862          | 13.55           | 186.38          |                 |                 | 6801.8          | 0.309           | 84.29           | 187.3           | 6668.3          | 34.936          |
UGC04145                                |  UGC04145       | 7.9944781       | 15.3868023      | SBa             | B               | R               |                 | 0.9             |  1.162          |  0.319          |    0.043        | 136.21          | 14.142          | 12.9            | 162.52          | 16.446          | 11.791          | 4650            | 0.15            | 68.46           | 174.71          | 4609.2          | 34.132          |
UGC04197                                |  UGC04197       | 8.0570889       | 10.0505778      | Sb              |                 |                 |                 | 3.1             |  1.236          |  0.766          |     0.05        | 131.13          | 14.439          | 12.995          | 213.38          | 16.231          |                 | 4570.8          | 0.107           |   90            | 213.38          | 4504.3          | 34.074          |
UGC04240                                |  UGC04240       | 8.1350284       | 14.837764       | Sbc             |                 |                 |                 | 4               |  1.099          |  0.565          |    0.032        | 177.99          | 15.264          | 13.739          | 248.87          | 16.157          |                 | 8526            | 0.141           | 81.2            | 251.83          | 8485.9          | 35.466          |
UGC04245                                |  UGC04245       | 8.1460598       | 18.1942214      | SBb             | B               |                 |                 | 3.1             |  1.151          |  0.497          |    0.033        | 107.74          | 14.759          | 12.681          | 162.72          | 14.985          | 13.529          | 5202.7          | 0.184           | 78.53           | 166.04          | 5180.2          | 34.387          |
UGC04375                                |  UGC04375       | 8.3864649       | 22.6646066      | SABc            | B               |                 |                 | 5.3             |   1.23          |  0.195          |    0.022        | 178.65          | 12.874          | 11.468          | 123.15          | 18.355          |                 | 2053.8          | 0.196           | 51.74           | 156.83          | 2060.6          | 32.384          |
UGC04455                                |  UGC04455       | 8.5258031       | -1.1977411      | Sa              | B               | R               |                 | 1               |   0.92          |    0.1          |    0.022        | 13.4            | 15.493          | 12.953          |                 |                 |                 | 9272.3          | 0.147           | 39.99           |                 | 9163.5          | 35.633          |
UGC05396                                |  UGC05396       | 10.0279095      | 10.7564347      | Sc              |                 |                 |                 | 5.8             |  1.166          |  0.416          |    0.034        | 155.94          | 14.577          | 13.286          | 152.63          | 15.627          |                 | 5402.3          | 0.133           | 69.95           | 162.48          | 5402.6          | 34.472          |
UGC08322                                |  UGC08322       | 13.2502528      | 12.7252067      | SABa            | B               | R               |                 | 1               |  1.055          |  0.708          |    0.047        | 36.13           | 14.755          | 12.919          | 238.12          | 17.881          |                 | 7603.3          | 0.101           |   90            | 238.12          | 7735.2          | 35.264          |
UGC08781                                |  UGC08781       | 13.8729815      | 21.5393583      | Sb              | B               |                 |                 | 3.1             |  1.201          |  0.234          |    0.027        | 161.78          | 14.306          | 12.458          | 238.57          | 17.05           |                 | 7570.6          | 0.13            | 57.13           | 284.04          | 7758.9          | 35.264          |
UGC09777                                |  UGC09777       | 15.2375431      | 20.478665       | Sab             |                 | R               |                 | 2               |   0.97          |  0.338          |     0.03        | 149.64          | 14.818          | 13.365          | 135.46          | 15.265          | 13.462          | 4691.8          | 0.203           | 68.23           | 145.86          | 4909.9          | 34.263          |
UGC10117                                |  UGC10117       | 15.9899733      | 21.6035196      | Sab             |                 |                 |                 | 2               |  0.994          |  0.502          |    0.059        | 131.78          | 15.29           | 13.583          |                 |                 | 14.219          | 5349.6          | 0.338           | 82.82           |                 | 5584.1          | 34.553          |
UGC10337                                |  UGC10337       | 16.3246136      | 7.2787645       | SABb            | B               |                 |                 | 3.1             |  1.083          |   0.52          |    0.023        | 65.26           | 14.864          | 13.419          | 257.12          | 16.252          |                 | 8759.9          | 0.335           | 80.33           | 260.83          | 8941.2          | 35.582          |
UGC10388                                |  UGC10388       | 16.4508305      | 16.382248       | SABa            | B               | R               |                 | 1               |  1.194          |  0.534          |    0.027        | 128.25          | 14.825          | 12.985          | 201.34          | 16.506          |                 | 4609            | 0.257           |   90            | 201.34          | 4829.3          | 34.227          |
UGC10905                                |  UGC10905       | 17.5684417      | 25.3439222      | S0-a            |                 |                 |                 | -0.1            |  1.185          |  0.295          |    0.049        | 171.66          | 14.459          |                 |                 |                 |                 | 7843            | 0.309           | 68.36           |                 | 8098.6          | 35.367          |
UGC10972                                |  UGC10972       | 17.7727439      | 26.543639       | Sc              |                 |                 |                 | 5.9             |  1.319          |  0.605          |    0.026        | 55.17           | 14.391          | 12.51           | 180.73          | 15.26           |                 | 4651.6          | 0.288           | 80.08           | 183.47          | 4910.4          | 34.263          |
UGC11649                                |  UGC11649       | 20.9243377      | -1.2252027      | SBa             | B               | R               |                 | 1.1             |   1.16          |  0.132          |    0.025        | 90.94           | 14.405          | 12.721          | 127.98          | 15.196          |                 | 3789.6          | 0.506           | 45.53           | 179.35          | 3874.5          | 33.755          |
PGC066150                               |  PGC066150      | 21.1294095      | 3.8777637       | E-S0            |                 |                 | M               | -3.2            |  0.838          |      0          |     0.08        |                 | 14.95           |                 |                 |                 | 11.978          | 7861.8          | 0.362           |    0            |                 | 7964.1          | 35.322          |
UGC11717                                |  UGC11717       | 21.309825       | 19.7186389      | Sbc             |                 |                 |                 | 3.8             |  1.084          |  0.427          |    0.047        | 39.67           | 15.034          |                 |                 |                 | 13.907          | 6303            | 0.369           | 72.51           |                 | 6468.8          | 34.867          |
UGC11792                                |  UGC11792       | 21.703495       | 5.6153177       | Sc              |                 |                 |                 | 5.8             |  1.133          |  0.737          |    0.025        | 160.29          | 15.525          | 13.012          | 162.46          | 15.983          |                 | 4812.4          | 0.605           |   90            | 162.46          | 4902.7          | 34.263          |
NGC7237                                 |  NGC7237        | 22.2463558      | 13.8408182      | E-S0            |                 |                 | M               | -3              |  1.296          |  0.363          |    0.029        | 143.41          | 14.56           | 12.849          |                 |                 |                 | 7858.6          | 0.279           |   90            |                 | 7966.4          | 35.322          |
UGC11982                                |  UGC11982       | 22.3147083      | -1.0586722      | SBc             | B               |                 |                 | 6               |  1.087          |  0.698          |    0.026        | 171.84          | 15.711          | 14.439          | 122.92          | 15.627          |                 | 4905.3          | 0.453           | 84.61           | 123.46          | 4941.1          | 34.281          |
UGC12224                                |  UGC12224       | 22.8773028      | 6.0936667       | Sc              |                 |                 |                 | 5.9             |  1.174          |  0.058          |    0.024        | 46.5            | 15.217          |                 | 81.42           | 15.166          |                 | 3506            | 0.375           | 29.55           | 165.11          | 3553.7          | 33.565          |
UGC12250                                |  UGC12250       | 22.9266467      | 12.7903204      | SBb             | B               | R               |                 | 3               |  1.224          |  0.221          |    0.025        | 12.83           | 14.256          | 12.804          | 183.95          | 16.71           |                 | 7225.5          | 0.212           | 55.78           | 222.47          | 7302.5          | 35.131          |
UGC12274                                |  UGC12274       | 22.9721         | 26.0619722      | Sab             |                 |                 |                 | 2               |  1.126          |  0.485          |    0.032        | 142.25          | 15.326          |                 | 180.87          | 18.013          |                 | 7656.3          | 0.438           | 81.02           | 183.12          | 7790.2          | 35.276          |
UGC12348                                |  UGC12348       | 23.0885639      | 0.1893611       | SBa             | B               |                 |                 | 1               |  1.105          |  0.592          |    0.028        | 136.5           | 15.43           |                 | 190.12          | 16.495          | 13.145          | 7619.5          | 0.208           |   90            | 190.12          | 7630.7          | 35.228          |
UGC12494                                |  UGC12494       | 23.3146111      | 6.8772222       | Scd             | B               |                 | M               | 6.7             |  1.149          |  0.554          |    0.025        | 34.34           | 15.2            | 13.855          | 91.57           | 15.62           |                 | 4193.9          | 0.454           | 76.78           | 94.06           | 4227.9          | 33.951          |
UGC12518                                |  UGC12518       | 23.3369021      | 7.932221        | Sb              |                 |                 |                 | 3               |  1.149          |   0.67          |    0.028        | 25              | 15.622          | 12.88           | 166.42          | 16.152          |                 | 2787            | 0.492           |   90            | 166.42          | 2825.2          | 33.068          |
UGC12519                                |  UGC12519       | 23.3341092      | 15.9527311      | SBbc            | B               |                 |                 | 4.5             |   1.13          |  0.505          |    0.026        | 157             | 14.225          | 12.63           | 145.04          | 15.839          | 13.003          | 4376.8          | 0.181           | 76.63           | 149.09          | 4452.6          | 34.054          |
UGC12633                                |  UGC12633       | 23.5037918      | 15.7610265      | SBa             | B               |                 | M               | 1.3             |  0.943          |   0.17          |    0.029        | 144.54          | 15.184          | 12.993          | 150.31          | 15.515          | 11.919          | 4171.2          | 0.217           | 50.9            | 193.69          | 4239.6          | 33.952          |
UGC12688                                |  UGC12688       | 23.5905861      | 7.3221111       | Sc              |                 |                 | M               | 6               |  1.175          |  0.594          |    0.031        | 88              | 14.317          |                 | 143.2           | 15.343          | 13.352          | 5226            | 0.364           | 79.35           | 145.71          | 5251.2          | 34.421          |
UGC12810                                |  UGC12810       | 23.8517344      | 1.0566681       | Sbc             | B               | R               | M               | 3.8             |  1.228          |  0.403          |    0.021        | 52.75           | 14.262          | 12.757          | 200.59          | 15.596          | 13.203          | 8091.4          | 0.097           | 70.82           | 212.37          | 8076.2          | 35.356          |
UGC12816                                |  UGC12816       | 23.8640667      | 3.0827222       | SABc            | B               |                 |                 | 5.8             |   0.95          |  0.236          |    0.025        | 145.4           | 14.685          | 13.219          | 117.65          | 15.271          |                 | 5324.9          | 0.204           | 55.86           | 142.15          | 5318.9          | 34.438          |
PGC070084                               |  PGC070084      | 22.947464       | -8.9675601      | SBc             | B               |                 |                 | 4.9             |  1.315          |  0.718          |    0.046        | 73.64           | 15.367          | 13.059          |   313           | 14.847          |                 | 4934            | 0.157           |   90            |  313            | 4907            | 34.263          |
